timestamp_utc,run_id,route,model,true_label,pred_class,pred_conf,latency_ms,status,error_msg
2026-02-11T14:03:25.745777+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9754132032394409,896.6251000019838,ok,
2026-02-11T14:03:26.178925+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9997503161430359,426.9430000022112,ok,
2026-02-11T14:03:26.210666+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9560971260070801,27.023800001188647,ok,
2026-02-11T14:03:26.238062+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8202292323112488,24.2575999982364,ok,
2026-02-11T14:03:26.268585+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8033175468444824,26.633000001311302,ok,
2026-02-11T14:03:26.303632+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9928991794586182,22.59320000302978,ok,
2026-02-11T14:03:26.331705+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8965749144554138,25.45549999922514,ok,
2026-02-11T14:03:26.360446+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9980897307395935,25.540800001181196,ok,
2026-02-11T14:03:26.391400+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.8038113117218018,27.711300001101336,ok,
2026-02-11T14:03:26.420332+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9979857206344604,25.29080000022077,ok,
2026-02-11T14:03:26.448620+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9974234104156494,25.110300000960706,ok,
2026-02-11T14:03:26.475900+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.7414318919181824,24.21879999747034,ok,
2026-02-11T14:03:26.500148+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.999617338180542,21.670199999789475,ok,
2026-02-11T14:03:26.532563+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8456795811653137,29.19800000017858,ok,
2026-02-11T14:03:26.563158+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.94939786195755,27.08110000094166,ok,
2026-02-11T14:03:26.589211+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9928425550460815,22.867899999255314,ok,
2026-02-11T14:03:26.615335+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9991984963417053,23.418799999490147,ok,
2026-02-11T14:03:26.641186+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.954382061958313,22.93680000002496,ok,
2026-02-11T14:03:26.667340+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.993601381778717,22.42639999894891,ok,
2026-02-11T14:03:26.692447+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9998059868812561,22.33669999986887,ok,
2026-02-11T14:03:26.722294+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.7009018659591675,25.894399997923756,ok,
2026-02-11T14:03:26.750786+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.996548593044281,25.48899999965215,ok,
2026-02-11T14:03:26.778007+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8150442242622375,24.559899997257162,ok,
2026-02-11T14:03:26.807717+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8393741846084595,26.97709999847575,ok,
2026-02-11T14:03:26.836560+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9837675094604492,25.850800000625895,ok,
2026-02-11T14:03:26.864115+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9770431518554688,24.095000000670552,ok,
2026-02-11T14:03:26.891675+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9981491565704346,24.30349999849568,ok,
2026-02-11T14:03:26.921399+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.99996018409729,26.30000000135624,ok,
2026-02-11T14:03:26.951039+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.5288200974464417,25.88359999936074,ok,
2026-02-11T14:03:26.978481+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9879978895187378,23.918099999718834,ok,
2026-02-11T14:03:27.007640+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5929219126701355,25.82359999723849,ok,
2026-02-11T14:03:27.035406+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9097904562950134,24.78719999999157,ok,
2026-02-11T14:03:27.063886+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9762732982635498,25.758899999345886,ok,
2026-02-11T14:03:27.093917+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9841603636741638,26.158000000577886,ok,
2026-02-11T14:03:27.123948+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9882209300994873,26.437099997565383,ok,
2026-02-11T14:03:27.153253+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.7288047075271606,25.548800000251504,ok,
2026-02-11T14:03:27.181905+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9937629103660583,24.67629999955534,ok,
2026-02-11T14:03:27.211010+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9813713431358337,25.697799999761628,ok,
2026-02-11T14:03:27.252806+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9679848551750183,28.886699998111,ok,
2026-02-11T14:03:27.285388+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9793899655342102,29.073800000332994,ok,
2026-02-11T14:03:27.313927+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9608290195465088,25.497300001006806,ok,
2026-02-11T14:03:27.340695+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9995201826095581,23.578600001201266,ok,
2026-02-11T14:03:27.365452+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5935938954353333,21.510200000193436,ok,
2026-02-11T14:03:27.390403+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9958903193473816,22.035800000594463,ok,
2026-02-11T14:03:27.413862+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9941986799240112,21.103799997945316,ok,
2026-02-11T14:03:27.436689+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9951400756835938,20.421299999725306,ok,
2026-02-11T14:03:27.463062+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.8695693612098694,23.40379999805009,ok,
2026-02-11T14:03:27.490594+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.807761549949646,25.165799997921567,ok,
2026-02-11T14:03:27.518259+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9764882326126099,24.97370000128285,ok,
2026-02-11T14:03:27.546111+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.6196280121803284,25.20159999767202,ok,
2026-02-11T14:03:27.575674+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9267326593399048,26.608500000293134,ok,
2026-02-11T14:03:27.602327+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9003900289535522,23.543199997220654,ok,
2026-02-11T14:03:27.632300+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.6185300946235657,26.58019999944372,ok,
2026-02-11T14:03:27.662208+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8850060701370239,26.08239999972284,ok,
2026-02-11T14:03:27.687725+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.7149173617362976,22.560700002941303,ok,
2026-02-11T14:03:27.713329+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9608604907989502,22.69220000016503,ok,
2026-02-11T14:03:27.741198+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.596881091594696,24.9857000017073,ok,
2026-02-11T14:03:27.770935+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.7660802006721497,26.40400000018417,ok,
2026-02-11T14:03:27.800808+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.884247899055481,26.479399999516318,ok,
2026-02-11T14:03:27.829317+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.788494884967804,25.458899999648565,ok,
2026-02-11T14:03:27.859335+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.940481960773468,26.820800001587486,ok,
2026-02-11T14:03:27.888192+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9239500164985657,25.56949999780045,ok,
2026-02-11T14:03:27.917258+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9138398170471191,26.48800000315532,ok,
2026-02-11T14:03:27.945274+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9924151301383972,25.435099996684585,ok,
2026-02-11T14:03:27.974316+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9580046534538269,26.560000002064044,ok,
2026-02-11T14:03:28.003042+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9727867841720581,24.992300001031253,ok,
2026-02-11T14:03:28.029278+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.6089426875114441,23.039700001390884,ok,
2026-02-11T14:03:28.058915+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.981187641620636,26.538300000538584,ok,
2026-02-11T14:03:28.087389+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8031144738197327,24.9426999980642,ok,
2026-02-11T14:03:28.113544+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9833764433860779,23.076299999956973,ok,
2026-02-11T14:03:28.138564+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.5355762243270874,22.341099996992853,ok,
2026-02-11T14:03:28.165167+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9026723504066467,23.72760000071139,ok,
2026-02-11T14:03:28.195938+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5682283639907837,27.31349999885424,ok,
2026-02-11T14:03:28.225131+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.7723861336708069,25.912000000971602,ok,
2026-02-11T14:03:28.253437+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.78535395860672,24.935900000855327,ok,
2026-02-11T14:03:28.280971+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9857814908027649,24.10530000270228,ok,
2026-02-11T14:03:28.306926+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.890411913394928,22.57669999744394,ok,
2026-02-11T14:03:28.331975+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8352607488632202,22.17659999951138,ok,
2026-02-11T14:03:28.357529+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9988293051719666,22.678600002109306,ok,
2026-02-11T14:03:28.382104+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5882686972618103,21.99490000202786,ok,
2026-02-11T14:03:28.406210+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9404017329216003,21.67109999936656,ok,
2026-02-11T14:03:28.430287+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.974407970905304,21.502900002815295,ok,
2026-02-11T14:03:28.454596+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.7080962061882019,21.723400001064874,ok,
2026-02-11T14:03:28.481252+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9229423999786377,23.988299999473384,ok,
2026-02-11T14:03:28.510797+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.6574026942253113,26.00739999979851,ok,
2026-02-11T14:03:28.538795+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9515359997749329,24.965200002043275,ok,
2026-02-11T14:03:28.566464+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9217227697372437,24.300199998833705,ok,
2026-02-11T14:03:28.596259+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5692759156227112,26.067800001328578,ok,
2026-02-11T14:03:28.625081+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9910823106765747,25.393799998710165,ok,
2026-02-11T14:03:28.649719+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9908175468444824,21.877999999560416,ok,
2026-02-11T14:03:28.677909+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.7893630266189575,25.17680000164546,ok,
2026-02-11T14:03:28.706007+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5846706628799438,25.30079999996815,ok,
2026-02-11T14:03:28.732824+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.9539740681648254,24.147200001607416,ok,
2026-02-11T14:03:28.760677+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.5926827788352966,25.013499998749467,ok,
2026-02-11T14:03:28.787002+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9660717844963074,23.87269999962882,ok,
2026-02-11T14:03:28.814400+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.8028221130371094,24.776700000074925,ok,
2026-02-11T14:03:28.840215+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.5641816258430481,23.255100000824314,ok,
2026-02-11T14:03:28.867621+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.7577853202819824,24.646599998959573,ok,
2026-02-11T14:03:28.899659+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.6713024377822876,28.59130000069854,ok,
2026-02-11T14:03:28.928647+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.6175761818885803,25.36780000082217,ok,
2026-02-11T14:03:28.957404+00:00,20260211_140324_canary_10,B,candidate_T7,0,0,0.9934921860694885,25.46749999964959,ok,
2026-02-11T14:03:28.986979+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.6016210317611694,25.913499997841427,ok,
2026-02-11T14:03:29.016423+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.5343483686447144,26.001000001997454,ok,
2026-02-11T14:03:29.043540+00:00,20260211_140324_canary_10,A,champion_T4,0,1,0.9011156558990479,24.13189999788301,ok,
2026-02-11T14:03:29.071526+00:00,20260211_140324_canary_10,A,champion_T4,0,0,0.6367733478546143,25.189899999531917,ok,
