timestamp,pred_class,confidence,latency_ms
2026-02-11T08:54:58.689739,0,0.9978551268577576,571.6229999998177
2026-02-11T08:54:58.764322,0,0.9997574687004089,41.06000000001586
2026-02-11T08:54:58.845165,0,0.9983055591583252,38.6727999998584
2026-02-11T08:54:58.908346,0,0.9818472266197205,41.49109999980283
2026-02-11T08:54:58.979464,0,0.9973848462104797,37.673199999971985
2026-02-11T08:54:59.041764,0,0.999171257019043,34.97740000011618
2026-02-11T08:54:59.107758,0,0.9888910055160522,38.09369999999035
2026-02-11T08:54:59.176312,0,0.7363600730895996,33.00799999988158
2026-02-11T08:54:59.247551,0,0.6359444856643677,30.748399999993126
2026-02-11T08:54:59.317592,0,0.9998664855957031,33.736899999894376
2026-02-11T08:54:59.408755,0,0.9997329115867615,35.65579999985857
2026-02-11T08:54:59.468829,0,0.6949419975280762,39.33740000002217
2026-02-11T08:54:59.564213,0,0.9038277864456177,35.01649999998335
2026-02-11T08:54:59.624211,0,0.9974187612533569,32.61820000034277
2026-02-11T08:54:59.686475,0,0.8631938099861145,37.83479999992778
2026-02-11T08:54:59.770318,0,0.9991742968559265,38.075299999945855
2026-02-11T08:54:59.828047,1,0.9994179010391235,48.14219999980196
2026-02-11T08:54:59.903120,0,0.9978189468383789,43.80189999983486
2026-02-11T08:54:59.991815,0,0.9952232241630554,33.02890000031766
2026-02-11T08:55:00.069958,0,0.9933021068572998,35.0229999999101
2026-02-11T08:55:00.163576,0,0.8844844698905945,31.581400000050053
2026-02-11T08:55:00.242813,0,0.9987657070159912,28.805299999930867
2026-02-11T08:55:00.301564,0,0.9726256132125854,32.1868999999424
2026-02-11T08:55:00.363359,0,0.9926024079322815,31.158800000412157
2026-02-11T08:55:00.434949,0,0.9896349310874939,34.364000000095984
2026-02-11T08:55:00.495918,0,0.9985490441322327,28.54349999961414
2026-02-11T08:55:00.551413,0,0.9579881429672241,31.51220000017929
2026-02-11T08:55:00.637609,0,0.9979850053787231,32.055399999990186
2026-02-11T08:55:00.703756,0,0.9923622608184814,32.19540000009147
2026-02-11T08:55:00.763293,0,0.9981380701065063,27.615500000138127
2026-02-11T08:55:00.834420,0,0.8794966340065002,30.870900000081747
2026-02-11T08:55:00.903953,0,0.9956054091453552,31.909100000120816
2026-02-11T08:55:00.975959,0,0.9984011054039001,30.54790000032881
2026-02-11T08:55:01.074794,0,0.9992544054985046,31.532200000128796
2026-02-11T08:55:01.139527,0,0.9991747736930847,31.700699999873905
2026-02-11T08:55:01.189444,0,0.9261568188667297,30.710300000009738
2026-02-11T08:55:01.275153,0,0.9997926354408264,33.35909999987052
2026-02-11T08:55:01.324358,0,0.9999371767044067,30.818700000054378
2026-02-11T08:55:01.374770,0,0.9990900754928589,29.94669999998223
2026-02-11T08:55:01.450957,0,0.9993749260902405,33.75129999994897
2026-02-11T08:55:01.497971,0,0.5403396487236023,31.244299999798386
