timestamp_utc,run_id,route,model,true_label,pred_class,pred_conf,latency_ms,status,error_msg
2026-02-11T14:31:44.670744+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.9754132032394409,30.046700001548743,ok,
2026-02-11T14:31:44.705181+00:00,20260211_143126_rollout_20,B,candidate_T7,0,0,0.9997503161430359,30.800500000623288,ok,
2026-02-11T14:31:44.736549+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.9560971260070801,28.447400000004563,ok,
2026-02-11T14:31:44.763506+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.8202292323112488,23.63830000103917,ok,
2026-02-11T14:31:44.788730+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.8033175468444824,22.598499999730848,ok,
2026-02-11T14:31:44.820878+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.9928991794586182,28.405100001691608,ok,
2026-02-11T14:31:44.847069+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.8965749144554138,23.506800000177464,ok,
2026-02-11T14:31:44.874675+00:00,20260211_143126_rollout_20,B,candidate_T7,0,0,0.9980897307395935,24.531600000045728,ok,
2026-02-11T14:31:44.902208+00:00,20260211_143126_rollout_20,A,champion_T4,0,1,0.8038113117218018,24.183400000765687,ok,
2026-02-11T14:31:44.929386+00:00,20260211_143126_rollout_20,B,candidate_T7,0,0,0.9979857206344604,24.026799997955095,ok,
2026-02-11T14:31:44.955107+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.9974234104156494,23.129699999117292,ok,
2026-02-11T14:31:44.979120+00:00,20260211_143126_rollout_20,A,champion_T4,0,1,0.7414318919181824,21.597099999780767,ok,
2026-02-11T14:31:45.008628+00:00,20260211_143126_rollout_20,B,candidate_T7,0,0,0.999617338180542,26.371199997811345,ok,
2026-02-11T14:31:45.034798+00:00,20260211_143126_rollout_20,B,candidate_T7,0,0,0.9969979524612427,23.199499999464024,ok,
2026-02-11T14:31:45.059920+00:00,20260211_143126_rollout_20,A,champion_T4,0,1,0.94939786195755,21.97090000117896,ok,
2026-02-11T14:31:45.084348+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.9928425550460815,21.850700002687518,ok,
2026-02-11T14:31:45.111053+00:00,20260211_143126_rollout_20,A,champion_T4,0,1,0.9991984963417053,24.043199999141507,ok,
2026-02-11T14:31:45.137158+00:00,20260211_143126_rollout_20,A,champion_T4,0,0,0.954382061958313,22.78630000000703,ok,
